"","Rd","#","Phase","POS","Drafted From","Year","Tm","Name"
"5486",10,287,"JR","OF","Rocky Mountain High School (Fort Collins, CO)",2015,"Colorado Rockies","Cole Anderson"
"5487",10,288,"JR","SS","Rice University",2015,"Texas Rangers","Leon Byrd"
"5488",10,289,"JR","P","University of Mississippi",2015,"Houston Astros","Scott Weathersby"
"5489",10,290,"JR","SS","University of South Carolina-Aiken",2015,"Minnesota Twins","Sean Miller"
"5490",10,291,"JR","3B","Gonzaga University",2015,"Boston Red Sox","Mitchell Gunsolus"
"5491",10,292,"JR","OF","University of Michigan",2015,"Chicago White Sox","Jackson Glines"
"5492",10,293,"JR","SS","Virginia Commonwealth University",2015,"Chicago Cubs","Vimael Machin"
"5493",10,294,"JR","3B","University of Florida",2015,"Philadelphia Phillies","Josh Tobias"
"5494",10,295,"JR","OF","University of North Carolina at Wilmington",2015,"Cincinnati Reds","Zach Shields"
"5495",10,296,"JR","P","Oklahoma Baptist University",2015,"Miami Marlins","Kelvin Rivas"
"5496",10,297,"JR","OF","Lehigh University",2015,"San Diego Padres","Justin Pacchioli"
"5497",10,298,"JR","P","Washington State University",2015,"Tampa Bay Rays","Sam Triece"
"5498",10,299,"JR","P","Delta State University",2015,"New York Mets","Witt Haggard"
"5499",10,300,"JR","P","Navy",2015,"Atlanta Braves","Stephen Moore"
"5500",10,301,"JR","P","University of Maryland",2015,"Milwaukee Brewers","Jake Drossner"
"5501",10,302,"JR","C","Odessa College",2015,"Toronto Blue Jays","Owen Spiwak"
"5502",10,303,"JR","P","The Citadel",2015,"New York Yankees","James Reeves"
"5503",10,304,"JR","P","Florida State University",2015,"Cleveland Indians","Billy Strode"
"5504",10,305,"JR","P","Arizona State University",2015,"Seattle Mariners","Darin Gillies"
"5505",10,306,"JR","RHP","Embry-Riddle University",2015,"San Francisco Giants","Tyler Cyr"
"5506",10,307,"JR","P","Tiffin University",2015,"Pittsburgh Pirates","Logan Sendelbach"
"5507",10,308,"JR","OF","San Diego State University",2015,"Oakland Athletics","Steven Pallares"
"5508",10,309,"JR","P","University of Alabama-Birmingham",2015,"Kansas City Royals","Alex Luna"
"5509",10,310,"JR","OF","Northern Kentucky University",2015,"Detroit Tigers","Cole Bauml"
"5510",10,311,"JR","OF","Wando High School (Mount Pleasant, SC)",2015,"St. Louis Cardinals","Kep Brown"
"5511",10,312,"JR","OF","University of Texas-Pan American",2015,"Los Angeles Dodgers","Logan Landon"
"5512",10,313,"JR","P","East Carolina University",2015,"Baltimore Orioles","Reid Love"
"5513",10,314,"JR","LHP","University of Alabama",2015,"Washington Nationals","Taylor Guilbeau"
"5514",10,315,"JR","P","California Baptist University",2015,"Los Angeles Angels","Adam Hofacket"
"5515",11,316,"JR","1B","University of Nevada",2015,"Arizona Diamondbacks","Austin Byler"
"5516",11,317,"JR","P","Gulf Coast High School (Naples, FL)",2015,"Colorado Rockies","Michael Zimmerman"
"5517",11,318,"JR","OF","University of Oregon",2015,"Texas Rangers","Scott Heineman"
"5518",11,319,"JR","LHP","Mission Viejo High School (Mission Viejo, CA)",2015,"Houston Astros","Patrick Sandoval"
"5519",11,320,"JR","C","Carlos Beltran Baseball Academy (Florida, Puerto Rico)",2015,"Minnesota Twins","Kerby Camacho"
"5520",11,321,"JR","OF","Lockport High School (Lockport, NY)",2015,"Boston Red Sox","Nicholos Hamilton"
"5521",11,322,"JR","P","Florida International University",2015,"Chicago White Sox","Dan Dopico"
"5522",11,323,"JR","3B","Georgia State University",2015,"Chicago Cubs","Matt Rose"
"5523",11,324,"JR","C","Mount San Antonio College",2015,"Philadelphia Phillies","Edgar Cabral"
"5524",11,325,"JR","SS","State College of Florida, Manatee-Sarasota",2015,"Cincinnati Reds","Brantley Bell"
"5525",11,326,"JR","P","Satellite High School (Satellite Beach, FL)",2015,"Miami Marlins","Ryan McKay"
"5526",11,327,"JR","RHP","Fordham University",2015,"San Diego Padres","Brett Kennedy"
"5527",11,328,"JR","RHP","Tulane University",2015,"Tampa Bay Rays","Ian Gibaut"
"5528",11,329,"JR","P","Ball High School (Galveston, TX)",2015,"New York Mets","Jake Simon"
"5529",11,330,"JR","P","Shelton State Community College",2015,"Atlanta Braves","Grayson Jones"
"5530",11,331,"JR","SS","University of Maryland",2015,"Milwaukee Brewers","Jose Cuas"
"5531",11,332,"JR","P","Dana Hills High School (Dana Point, CA)",2015,"Toronto Blue Jays","Marrick Crouse"
"5532",11,333,"JR","P","University of Louisville",2015,"New York Yankees","Josh Rogers"
"5533",11,334,"JR","P","Richmond Hill High School (Richmond Hill, GA)",2015,"Cleveland Indians","Chandler Newman"
"5534",11,335,"JR","P","Florida State University",2015,"Seattle Mariners","Dylan Silva"
"5535",11,336,"JR","SS","University of Texas",2015,"San Francisco Giants","C.J. Hinojosa"
"5536",11,337,"JR","C","Cal Poly Pomona",2015,"Pittsburgh Pirates","Christian Kelley"
"5537",11,338,"JR","OF","St. Patrick's-St. Vincent High School (Vallejo, CA)",2015,"Oakland Athletics","James Terrell"
"5538",11,339,"JR","OF","University of Texas",2015,"Kansas City Royals","Ben Johnson"
"5539",11,340,"JR","P","Fresno State University",2015,"Detroit Tigers","Jake Shull"
"5540",11,341,"JR","P","Lutheran South Academy (Houston, TX)",2015,"St. Louis Cardinals","Paul Salazar"
"5541",11,342,"JR","P","Madison High School (San Diego, CA)",2015,"Los Angeles Dodgers","Imani Abdullah"
"5542",11,343,"JR","P","Radford University",2015,"Baltimore Orioles","Ryan Meisinger"
"5543",11,344,"JR","P","University of Tennessee",2015,"Washington Nationals","Andrew Lee"
"5544",11,345,"JR","OF","Deep Creek High School (Chesapeake, VA)",2015,"Los Angeles Angels","Jimmy Barnes"
"5545",12,346,"JR","P","George Washington High School (New York, NY)",2015,"Arizona Diamondbacks","Wesley Rodriguez"
"5546",12,347,"JR","RHP","Daytona State College",2015,"Colorado Rockies","Justin Lawrence"
"5547",12,348,"JR","OF","University of West Florida",2015,"Texas Rangers","Ledarious Clark"
"5548",12,349,"JR","OF","St. Johns River State College",2015,"Houston Astros","Myles Straw"
"5549",12,350,"JR","1B","Vanderbilt University",2015,"Minnesota Twins","Zander Wiel"
"5550",12,351,"JR","P","University of New Orleans",2015,"Boston Red Sox","Kevin Kelleher"
"5551",12,352,"JR","C","San Diego State University",2015,"Chicago White Sox","Seby Zavala"
"5552",12,353,"JR","2B","Old Dominion University",2015,"Chicago Cubs","P.J. Higgins"
"5553",12,354,"JR","P","The Citadel",2015,"Philadelphia Phillies","Skylar Hunter"
"5554",12,355,"JR","RHP","Juan Jose Maunez School (Naguabo, Puerto Rico)",2015,"Cincinnati Reds","Alexis Diaz"
"5555",12,356,"JR","OF","Atlantic Coast High School (Jacksonville, FL)",2015,"Miami Marlins","Bennett Terry"
"5556",12,357,"JR","SS","Cal Poly",2015,"San Diego Padres","Peter Van Gansen"
"5557",12,358,"JR","OF","Cal State Fullerton",2015,"Tampa Bay Rays","David Olmedo-Barrera"
"5558",12,359,"JR","P","Dallas Baptist University",2015,"New York Mets","Joe Shaw"
"5559",12,360,"JR","OF","Western Oklahoma State College",2015,"Atlanta Braves","Justin Ellison"
"5560",12,361,"JR","P","University of Tennessee",2015,"Milwaukee Brewers","Drake Owenby"
"5561",12,362,"JR","OF","Tallahassee Community College",2015,"Toronto Blue Jays","D.J. McKnight"
"5562",12,363,"JR","OF","Valley Vista High School (Surprise, AZ)",2015,"New York Yankees","Terrance Robertson"
"5563",12,364,"JR","P","Judson College",2015,"Cleveland Indians","Ryan Perez"
"5564",12,365,"JR","3B","Texas A&M University",2015,"Seattle Mariners","Logan Taylor"
"5565",12,366,"JR","SS","Colegio Nuestra Senora De Belen (Guaynabo, Puerto Rico)",2015,"San Francisco Giants","Hector Santiago"
"5566",12,367,"JR","OF","UCLA",2015,"Pittsburgh Pirates","Ty Moore"
"5567",12,368,"JR","1B","University of Houston",2015,"Oakland Athletics","Chris Iriart"
"5568",12,369,"JR","P","Virginia Commonwealth University",2015,"Kansas City Royals","Daniel Concepcion"
"5569",12,370,"JR","P","University of Houston",2015,"Detroit Tigers","Kyle Dowdy"
"5570",12,371,"JR","P","Logan-Rogersville High School (Rogersville, MO)",2015,"St. Louis Cardinals","Jacob Schlesener"
"5571",12,372,"JR","1B","Belmont University",2015,"Los Angeles Dodgers","Matt Beaty"
"5572",12,373,"JR","P","University of Louisville",2015,"Baltimore Orioles","Robert Strader"
"5573",12,374,"JR","P","University of South Florida",2015,"Washington Nationals","Tommy Peterson"
"5574",12,375,"JR","C","Hamilton High School (Los Angeles, CA)",2015,"Los Angeles Angels","Dalton Blumenfeld"
"5575",13,376,"JR","OF","Mount Olive College",2015,"Arizona Diamondbacks","Jason Morozowski"
"5576",13,377,"JR","SS","Cal State Bakersfield",2015,"Colorado Rockies","Mylz Jones"
"5577",13,378,"JR","1B","Archer High School (Lawrenceville, GA)",2015,"Texas Rangers","Curtis Terry"
"5578",13,379,"JR","P","Rice University",2015,"Houston Astros","Kevin McCanna"
"5579",13,380,"JR","RHP","St. John's University",2015,"Minnesota Twins","Cody Stashak"
"5580",13,381,"JR","P","Texas A&M University",2015,"Boston Red Sox","Matt Kent"
"5581",13,382,"JR","P","Ohio State University",2015,"Chicago White Sox","Ryan Riga"
"5582",13,383,"JR","P","USC",2015,"Chicago Cubs","Kyle Twomey"
"5583",13,384,"JR","OF","South Dakota State University",2015,"Philadelphia Phillies","Zach Coppola"
"5584",13,385,"JR","P","Hunter Huss High School (Gastonia, NC)",2015,"Cincinnati Reds","Andrew Jordan"
"5585",13,386,"JR","P","Serrano High School (Phelan, CA)",2015,"Miami Marlins","RJ Peace"
"5586",13,387,"JR","P","Illinois State University",2015,"San Diego Padres","William Headean"
"5587",13,388,"JR","RHP","Grayson County College",2015,"Tampa Bay Rays","Nicholas Padilla"
"5588",13,389,"JR","P","University of San Diego",2015,"New York Mets","P.J. P.J."
"5589",13,390,"JR","P","Shelton State Community College",2015,"Atlanta Braves","Chase Johnson-Mullins"
"5590",13,391,"JR","C","University of Connecticut",2015,"Milwaukee Brewers","Max McDowell"
"5591",13,392,"JR","SS","Lassen High School (Susanville, CA)",2015,"Toronto Blue Jays","Daniel Perry"
"5592",13,393,"JR","RF","St. Petersburg College",2015,"New York Yankees","Trey Amburgey"
"5593",13,394,"JR","C","Dallas Baptist University",2015,"Cleveland Indians","Daniel Salters"
"5594",13,395,"JR","P","St. John's University",2015,"Seattle Mariners","Matt Clancy"
"5595",13,396,"JR","P","Walters State Community College",2015,"San Francisco Giants","Matthew Pope"
"5596",13,397,"JR","SS","North Carolina State University",2015,"Pittsburgh Pirates","Logan Ratledge"
"5597",13,398,"JR","OF","Canisius College",2015,"Oakland Athletics","Brett Siddall"
"5598",13,399,"JR","SS","University of Michigan",2015,"Kansas City Royals","Travis Maezes"
"5599",13,400,"JR","3B","University of Missouri",2015,"Detroit Tigers","Josh Lester"
"5600",13,401,"JR","OF","University of Oklahoma",2015,"St. Louis Cardinals","Craig Aikin"
"5601",13,402,"JR","P","Radford University",2015,"Los Angeles Dodgers","Michael Boyle"
"5602",13,403,"JR","OF","Campbell University",2015,"Baltimore Orioles","Cedric Mullins"
"5603",13,404,"JR","2B","University of South Carolina",2015,"Washington Nationals","Max Schrock"
"5604",13,405,"JR","OF","University of Illinois-Chicago",2015,"Los Angeles Angels","Jeff Boehm"
"5605",14,406,"JR","C","East Carolina University",2015,"Arizona Diamondbacks","Luke Luke"
"5606",14,407,"JR","P","University of Arkansas-Little Rock",2015,"Colorado Rockies","Sam Thoele"
"5607",14,408,"JR","P","University of Oklahoma",2015,"Texas Rangers","Adam Choplick"
"5608",14,409,"JR","OF","Arizona State University",2015,"Houston Astros","John Sewald"
"5609",14,410,"JR","C","Georgia Tech",2015,"Minnesota Twins","A.J. Murray"
"5610",14,411,"JR","LHP","University of Florida",2015,"Boston Red Sox","Bobby Poyner"
"5611",14,412,"JR","OF","Pacific",2015,"Chicago White Sox","Tyler Sullivan"
"5612",14,413,"JR","P","Indiana University",2015,"Chicago Cubs","Jake Kelzer"
"5613",14,414,"JR","C","University of Pennsylvania",2015,"Philadelphia Phillies","Austin Bossart"
"5614",14,415,"JR","P","Rice University",2015,"Cincinnati Reds","Austin Orewiler"
"5615",14,416,"JR","P","Kennesaw State University",2015,"Miami Marlins","Jordan Hillyer"
"5616",14,417,"JR","C","University of Alabama",2015,"San Diego Padres","Kyle Overstreet"
"5617",14,418,"JR","P","University of Hawaii",2015,"Tampa Bay Rays","Tyler Brashears"
"5618",14,419,"JR","2B","University of Connecticut",2015,"New York Mets","Vinny Siena"
"5619",14,420,"JR","C","Bowling Green State University",2015,"Atlanta Braves","Trey Keegan"
"5620",14,421,"JR","1B","Lakeland Senior High School (Lakeland, FL)",2015,"Milwaukee Brewers","Tyrone Perry"
"5621",14,422,"JR","C","College of William and Mary",2015,"Toronto Blue Jays","Ryan Hissey"
"5622",14,423,"JR","P","University of Alabama",2015,"New York Yankees","Will Carter"
"5623",14,424,"JR","P","University of California-Irvine",2015,"Cleveland Indians","Matt Esparza"
"5624",14,425,"JR","P","Salpointe Catholic High School (Tucson, AZ)",2015,"Seattle Mariners","Jio Orozco"
"5625",14,426,"JR","C","Virginia Military Institute",2015,"San Francisco Giants","Matt Winn"
"5626",14,427,"JR","P","South Mountain Community College",2015,"Pittsburgh Pirates","Chris Plitt"
"5627",14,428,"JR","P","Florida State University",2015,"Oakland Athletics","Boomer Biegalski"
"5628",14,429,"JR","C","Wagner College",2015,"Kansas City Royals","Nick Dini"
"5629",14,430,"JR","SS","University of Tennessee",2015,"Detroit Tigers","A.J. Simcox"
"5630",14,431,"JR","P","University of Connecticut",2015,"St. Louis Cardinals","Carson Cross"
"5631",14,432,"JR","C","University of Miami",2015,"Los Angeles Dodgers","Garrett Kennedy"
"5632",14,433,"JR","2B","Dallas Baptist University",2015,"Baltimore Orioles","Drew Turbin"
"5633",14,434,"JR","P","Jupiter Community High School (Jupiter, FL)",2015,"Washington Nationals","Mack Lemieux"
"5634",14,435,"JR","OF","El Paso Community College",2015,"Los Angeles Angels","Ryan Vega"
"5635",15,436,"JR","P","University of California-San Diego",2015,"Arizona Diamondbacks","Justin Donatella"
"5636",15,437,"JR","OF","Wichita State University",2015,"Colorado Rockies","Sam Hilliard"
"5637",15,438,"JR","OF","Glendora High School (Glendora, CA)",2015,"Texas Rangers","Nicholas Kaye"
"5638",15,439,"JR","OF","Ohio State University",2015,"Houston Astros","Pat Porter"
"5639",15,440,"JR","P","University of San Diego",2015,"Minnesota Twins","Anthony Mciver"
"5640",15,441,"JR","OF","Saint Thomas University",2015,"Boston Red Sox","Jerry Downs"
"5641",15,442,"JR","P","Norwalk Community High School (Norwalk, IA)",2015,"Chicago White Sox","Christopher Comito"
"5642",15,443,"JR","P","Indiana University",2015,"Chicago Cubs","Scott Effross"
"5643",15,444,"JR","SS","Tennessee Technological University",2015,"Philadelphia Phillies","Dylan Bosheers"
"5644",15,445,"JR","2B","College of Charleston",2015,"Cincinnati Reds","Blake Butler"
"5645",15,446,"JR","OF","University of Kentucky",2015,"Miami Marlins","Kyle Barrett"
"5646",15,447,"JR","1B","State College of Florida, Manatee-Sarasota",2015,"San Diego Padres","Brad Brad"
"5647",15,448,"JR","P","Crowder College",2015,"Tampa Bay Rays","Ethan Clark"
"5648",15,449,"JR","P","St. John's University",2015,"New York Mets","Thomas Hackimer"
"5649",15,450,"JR","OF","Crest High School (Shelby, NC)",2015,"Atlanta Braves","Bradley Keller"
"5650",15,451,"JR","C","Scottsdale Community College",2015,"Milwaukee Brewers","Zach Taylor"
"5651",15,452,"JR","P","Pepperdine University",2015,"Toronto Blue Jays","Jackson McClelland"
"5652",15,453,"JR","P","University of Tennessee",2015,"New York Yankees","Bret Marks"
"5653",15,454,"JR","P","White Hall High School (White Hall, AR)",2015,"Cleveland Indians","Daniel Sprinkle"
"5654",15,455,"JR","P","Parkview High School (Lilburn, GA)",2015,"Seattle Mariners","Ryne Inman"
"5655",15,456,"JR","C","Sarasota High School (Sarasota, FL)",2015,"San Francisco Giants","Cody Brickhouse"
"5656",15,457,"JR","P","Columbia State Community College",2015,"Pittsburgh Pirates","Scooter Hightower"
"5657",15,458,"JR","2B","University of Nevada",2015,"Oakland Athletics","Ryan Howell"
"5658",15,459,"JR","OF","Winnetonka High School (Gladstone, MO)",2015,"Kansas City Royals","Marquise Doherty"
"5659",15,460,"JR","SS","Texas Christian University",2015,"Detroit Tigers","Keaton Jones"
"5660",15,461,"JR","SS","Iowa Western Community College",2015,"St. Louis Cardinals","Ryan Merrill"
"5661",15,462,"JR","OF","Naples High School (Naples, FL)",2015,"Los Angeles Dodgers","Garrett Zech"
"5662",15,463,"JR","C","University of Oklahoma",2015,"Baltimore Orioles","Chris Shaw"
"5663",15,464,"JR","P","University of Maryland",2015,"Washington Nationals","Kevin Mooney"
"5664",15,465,"JR","P","Georgia State University",2015,"Los Angeles Angels","Nathan Bates"
"5665",16,466,"JR","OF","Houston Baptist University",2015,"Arizona Diamondbacks","Zach Nehrir"
"5666",16,467,"JR","P","St. John's University",2015,"Colorado Rockies","Ryan McCormick"
"5667",16,468,"JR","P","Bishop Eustace Preparatory School (Pennsauken, NJ)",2015,"Texas Rangers","Tyler Phillips"
"5668",16,469,"JR","P","University of Nevada",2015,"Houston Astros","Adam Whitt"
"5669",16,470,"JR","OF","Leadership Christian Academy (Guaynabo, Puerto Rico)",2015,"Minnesota Twins","Lean Marrero"
"5670",16,471,"JR","P","Stanford University",2015,"Boston Red Sox","Marcus Brakeman"
"5671",16,472,"JR","P","Cal State Los Angeles",2015,"Chicago White Sox","Brandon Quintero"
"5672",16,473,"JR","OF","Northeastern University",2015,"Chicago Cubs","Michael Foster"
"5673",16,474,"JR","1B","Virginia Tech",2015,"Philadelphia Phillies","Brendon Hayden"
"5674",16,475,"JR","P","Southeastern Louisiana University",2015,"Cincinnati Reds","Jake Johnson"
"5675",16,476,"JR","P","University of Wisconsin-Milwaukee",2015,"Miami Marlins","Justin Langley"
"5676",16,477,"JR","P","Bradley University",2015,"San Diego Padres","Elliot Ashbeck"
"5677",16,478,"JR","C","Bowie High School (Austin, TX)",2015,"Tampa Bay Rays","Joe Davis"
"5678",16,479,"JR","P","Angelo State University",2015,"New York Mets","Dillon Becker"
"5679",16,480,"JR","P","Texas A&M University-Corpus Christi",2015,"Atlanta Braves","Trevor Belicek"
"5680",16,481,"JR","P","University of Oregon",2015,"Milwaukee Brewers","Conor Harber"
"5681",16,482,"JR","3B","Gulf Coast State College",2015,"Toronto Blue Jays","Christian Williams"
"5682",16,483,"JR","P","Brigham Young University",2015,"New York Yankees","Kolton Mahoney"
"5683",16,484,"JR","2B","Pine Forest High School (Fayetteville, NC)",2015,"Cleveland Indians","Cobie Vance"
"5684",16,485,"JR","OF","University of Miami",2015,"Seattle Mariners","Ricky Eusebio"
"5685",16,486,"JR","P","UCLA",2015,"San Francisco Giants","Grant Watson"
